species name,status,,,,,,,,,,,,,,,,,,,,,,,
Carex polymorpha,native,,,,,,,,,,,,,,,,,,,,,,,
Carex praeceptorum,native,,,,,,,,,,,,,,,,,,,,,,,
Carex praegracilis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex prairea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex prasina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex praticola,native,,,,,,,,,,,,,,,,,,,,,,,
Carex preslii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex projecta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex proposita,native,,,,,,,,,,,,,,,,,,,,,,,
Carex pseudocyperus,native,,,,,,,,,,,,,,,,,,,,,,,
Carex pseudohelvola,native,,,,,,,,,,,,,,,,,,,,,,,
Carex purpurifera,native,,,,,,,,,,,,,,,,,,,,,,,
Carex pyrenaica,native,,,,,,,,,,,,,,,,,,,,,,,
Carex pyrenaica ssp. micropoda,native,,,,,,,,,,,,,,,,,,,,,,,
Carex pyrenaica ssp. pyrenaica,native,,,,,,,,,,,,,,,,,,,,,,,
Carex quebecensis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex quirponensis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex radfordii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex radiata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rariflora,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rariflora var. rariflora,native,,,,,,,,,,,,,,,,,,,,,,,
Carex raynoldsii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex recta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex reducta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex reniformis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex retroflexa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex retrorsa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex reznicekii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex richardsonii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex roanensis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rollandii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rosea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rossii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rostrata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rotundata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rufina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rupestris,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rupestris var. drummondiana,native,,,,,,,,,,,,,,,,,,,,,,,
Carex rupestris var. rupestris,native,,,,,,,,,,,,,,,,,,,,,,,
Carex ruthii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sabulosa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex salina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex saliniformis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sartwelliana,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sartwellii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sartwellii var. sartwellii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sartwellii var. stenorrhyncha,native,,,,,,,,,,,,,,,,,,,,,,,
Carex saxatilis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex saxenii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex saximontana,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scabrata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scabriuscula,native,,,,,,,,,,,,,,,,,,,,,,,
Carex schatzii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex schottii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex schweinitzii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scirpoidea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scirpoidea ssp. convoluta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scirpoidea ssp. pseudoscirpoidea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scirpoidea ssp. scirpoidea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scirpoidea ssp. stenochlaena,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scoparia,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scoparia var. scoparia,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scoparia var. tessellata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scopulorum,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scopulorum var. bracteosa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scopulorum var. prionophylla,native,,,,,,,,,,,,,,,,,,,,,,,
Carex scopulorum var. scopulorum,native,,,,,,,,,,,,,,,,,,,,,,,
Carex senta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex seorsa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex serpenticola,native,,,,,,,,,,,,,,,,,,,,,,,
Carex serratodens,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sheldonii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex shinnersii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex shortiana,native,,,,,,,,,,,,,,,,,,,,,,,
Carex siccata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex silicea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex simulata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex socialis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sparganioides,native,,,,,,,,,,,,,,,,,,,,,,,
Carex specicola,native,,,,,,,,,,,,,,,,,,,,,,,
Carex specifica,native,,,,,,,,,,,,,,,,,,,,,,,
Carex spectabilis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex spiculosa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex spissa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sprengelii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex squarrosa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex stenolepis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex stenoptila,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sterilis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex stipata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex stipata var. maxima,native,,,,,,,,,,,,,,,,,,,,,,,
Carex stipata var. stipata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex straminea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex straminiformis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex striata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex striata var. brevis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex striata var. striata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex striatula,native,,,,,,,,,,,,,,,,,,,,,,,
Carex stricta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex styloflexa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex stylosa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subbracteata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex suberecta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subfusca,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subimpressa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subnigricans,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subpaleacea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subrecta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subreducta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subsalina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subspathacea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex subviridula,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sullivantii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex superata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex supina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex supina var. spaniocarpa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex swanii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex sychnocephala,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tahoensis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tenax,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tenera,native,,,,,,,,,,,,,,,,,,,,,,,
Carex teneriformis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tenuiflora,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tetanica,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tetrastachya,native,,,,,,,,,,,,,,,,,,,,,,,
Carex texensis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex thornei,native,,,,,,,,,,,,,,,,,,,,,,,
Carex thurberi,native,,,,,,,,,,,,,,,,,,,,,,,
Carex timida,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tincta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tiogana,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tompkinsii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tonsa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tonsa var. rugosperma,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tonsa var. tonsa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex torreyi,native,,,,,,,,,,,,,,,,,,,,,,,
Carex torta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex triangularis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tribuloides,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tribuloides var. sangamonensis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tribuloides var. tribuloides,native,,,,,,,,,,,,,,,,,,,,,,,
Carex trichina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex trichocarpa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex triquetra,native,,,,,,,,,,,,,,,,,,,,,,,
Carex trisperma,native,,,,,,,,,,,,,,,,,,,,,,,
Carex trisperma var. trisperma,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tuckermanii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex tumulicola,native,,,,,,,,,,,,,,,,,,,,,,,
Carex turbinata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex turgescens,native,,,,,,,,,,,,,,,,,,,,,,,
Carex typhina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex ultra,native,,,,,,,,,,,,,,,,,,,,,,,
Carex umbellata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex unilateralis,native,,,,,,,,,,,,,,,,,,,,,,,
Carex ursina,native,,,,,,,,,,,,,,,,,,,,,,,
Carex utriculata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vacillans,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vaginata,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vallicola,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vallicola var. rusbyi,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vallicola var. vallicola,native,,,,,,,,,,,,,,,,,,,,,,,
Carex venusta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex venusta var. minor,native,,,,,,,,,,,,,,,,,,,,,,,
Carex venusta var. venusta,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vernacula,native,,,,,,,,,,,,,,,,,,,,,,,
Carex verrucosa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vesicaria,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vestita,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vexans,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vicaria,native,,,,,,,,,,,,,,,,,,,,,,,
Carex virescens,native,,,,,,,,,,,,,,,,,,,,,,,
Carex viridula,native,,,,,,,,,,,,,,,,,,,,,,,
Carex viridula ssp. brachyrrhyncha,native,,,,,,,,,,,,,,,,,,,,,,,
Carex viridula ssp. brachyrrhyncha var. elatior,native,,,,,,,,,,,,,,,,,,,,,,,
Carex viridula ssp. oedocarpa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex viridula ssp. viridula,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vulpinoidea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vulpinoidea var. pycnocephala,native,,,,,,,,,,,,,,,,,,,,,,,
Carex vulpinoidea var. vulpinoidea,native,,,,,,,,,,,,,,,,,,,,,,,
Carex whitneyi,native,,,,,,,,,,,,,,,,,,,,,,,
Carex wiegandii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex willdenowii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex williamsii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex woodii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex wootonii,native,,,,,,,,,,,,,,,,,,,,,,,
Carex xanthocarpa,native,,,,,,,,,,,,,,,,,,,,,,,
Carex xerantica,native,,,,,,,,,,,,,,,,,,,,,,,
Carex xerophila,native,,,,,,,,,,,,,,,,,,,,,,,
Catabrosa aquatica,native,,,,,,,,,,,,,,,,,,,,,,,
Catabrosa aquatica var. aquatica,native,,,,,,,,,,,,,,,,,,,,,,,
Cathestecum erectum,native,,,,,,,,,,,,,,,,,,,,,,,
Cenchrus brownii,native,,,,,,,,,,,,,,,,,,,,,,,
Cenchrus echinatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cenchrus gracillimus,native,,,,,,,,,,,,,,,,,,,,,,,
Cenchrus longispinus,native,,,,,,,,,,,,,,,,,,,,,,,
Cenchrus myosuroides,native,,,,,,,,,,,,,,,,,,,,,,,
Cenchrus spinifex,native,,,,,,,,,,,,,,,,,,,,,,,
Cenchrus tribuloides,native,,,,,,,,,,,,,,,,,,,,,,,
Chasmanthium latifolium,native,,,,,,,,,,,,,,,,,,,,,,,
Chasmanthium laxum,native,,,,,,,,,,,,,,,,,,,,,,,
Chasmanthium nitidum,native,,,,,,,,,,,,,,,,,,,,,,,
Chasmanthium ornithorhynchum,native,,,,,,,,,,,,,,,,,,,,,,,
Chasmanthium sessiliflorum,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris andropogonoides,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris barbata,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris brevispica,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris ciliata,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris cucullata,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris elata,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris radiata,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris subdolichostachya,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris submutica,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris texensis,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris verticillata,native,,,,,,,,,,,,,,,,,,,,,,,
Chloris virgata,native,,,,,,,,,,,,,,,,,,,,,,,
Chrysopogon pauciflorus,native,,,,,,,,,,,,,,,,,,,,,,,
Cinna arundinacea,native,,,,,,,,,,,,,,,,,,,,,,,
Cinna bolanderi,native,,,,,,,,,,,,,,,,,,,,,,,
Cinna latifolia,native,,,,,,,,,,,,,,,,,,,,,,,
Cladium californicum,native,,,,,,,,,,,,,,,,,,,,,,,
Cladium mariscoides,native,,,,,,,,,,,,,,,,,,,,,,,
Cladium mariscus,native,,,,,,,,,,,,,,,,,,,,,,,
Cladium mariscus ssp. jamaicense,native,,,,,,,,,,,,,,,,,,,,,,,
Coelorachis cylindrica,native,,,,,,,,,,,,,,,,,,,,,,,
Coelorachis rugosa,native,,,,,,,,,,,,,,,,,,,,,,,
Coelorachis tessellata,native,,,,,,,,,,,,,,,,,,,,,,,
Coelorachis tuberculosa,native,,,,,,,,,,,,,,,,,,,,,,,
Coleanthus subtilis,native,,,,,,,,,,,,,,,,,,,,,,,
Corynephorus canescens,native,,,,,,,,,,,,,,,,,,,,,,,
Cottea pappophoroides,native,,,,,,,,,,,,,,,,,,,,,,,
Ctenium aromaticum,native,,,,,,,,,,,,,,,,,,,,,,,
Ctenium floridanum,native,,,,,,,,,,,,,,,,,,,,,,,
Cymophyllus fraserianus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus acuminatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus aggregatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus amabilis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus articulatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus bipartitus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus cephalanthus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus compressus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus croceus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus cuspidatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus deamii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus dentatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus dentoniae,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus diandrus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus digitatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus dipsaceus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus distans,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus distinctus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus drummondii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus echinatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus elegans,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus eragrostis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus erythrorhizos,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus esculentus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus esculentus var. hermannii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus esculentus var. macrostachyus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus fendlerianus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus filicinus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus filiformis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus flavescens,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus flavicomus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus floribundus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus floridanus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus fugax,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus fuligineus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus giganteus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus granitophilus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus grayi,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus grayoides,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus haspan,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus hermaphroditus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus houghtonii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus hypopitys,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus hystricinus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus laevigatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus lancastriensis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus lanceolatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus lecontei,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus lentiginosus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus ligularis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus lupulinus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus lupulinus ssp. lupulinus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus lupulinus ssp. macilentus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus manimae,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus manimae var. asperrimus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus mutisii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus niger,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus ochraceus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus odoratus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus onerosus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus ovatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus oxylepis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus pallidicolor,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus parishii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus planifolius,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus plukenetii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus polystachyos,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus polystachyos var. texensis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus pseudothyrsiflorus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus pseudovegetus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus reflexus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus refractus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus retroflexus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus retrofractus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus retrorsus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus retrorsus var. retrorsus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus retrorsus var. robustus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus schweinitzii,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus seslerioides,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus setigerus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus spectabilis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus sphacelatus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus sphaerolepis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus squarrosus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus strigosus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus surinamensis,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus tetragonus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus thyrsiflorus,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus unioloides,native,,,,,,,,,,,,,,,,,,,,,,,
Cyperus virens,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia californica,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia compressa,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia epilis,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia intermedia,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia parryi,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia sericea,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia spicata,native,,,,,,,,,,,,,,,,,,,,,,,
Danthonia unispicata,native,,,,,,,,,,,,,,,,,,,,,,,
Dasyochloa pulchella,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia alpina,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia beringensis,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia brevifolia,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia cespitosa,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia danthonioides,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia elongata,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia flexuosa,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia flexuosa var. flexuosa,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia flexuosa var. montana,native,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia holciformis,native,,,,,,,,,,,,,,,,,,,,,,,
Diarrhena americana,native,,,,,,,,,,,,,,,,,,,,,,,
Diarrhena obovata,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium aciculare,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum var. acuminatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum var. fasciculatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum var. lindheimeri,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum var. sericeum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum var. thermale,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum var. thurowii,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium boreale,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium boscii,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium clandestinum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium commutatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium consanguineum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium depauperatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium dichotomum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium dichotomum var. breve,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium dichotomum var. dichotomum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium dichotomum var. ensifolium,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium dichotomum var. glabrifolium,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium dichotomum var. tenue,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium erectifolium,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium hirstii,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium latifolium,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium laxiflorum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium leibergii,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium leucothrix,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium linearifolium,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium longiligulatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium malacophyllum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium meridionale,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium nodatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium oligosanthes,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium oligosanthes var. oligosanthes,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium oligosanthes var. scribnerianum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium ovale,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium ovale var. addisonii,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium ovale var. ovale,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium pedicellatum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium ravenelii,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium sabulorum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium sabulorum var. patulum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium sabulorum var. thinium,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium scabriusculum,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium scoparioides,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium scoparium,native,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium sphaerocarpon,native,,,,,,,,,,,,,,,,,,,,,,,
