scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,project_pi,project_pi_contact,access,id
Phragmites australis,leaf carbon content per leaf nitrogen content,19.01,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572327
Phragmites australis,whole plant height,0.346,m,NA,NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.p3057,DostÃ¡l P,petr.dostal@ibot.cas.cz,public,15396341
Phragmites australis,leaf nitrogen content per leaf dry mass,32.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571313
Phragmites australis,leaf carbon content per leaf dry mass,452.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571364
Phragmites australis,leaf carbon content per leaf dry mass,445.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571614
Phragmites australis,leaf nitrogen content per leaf dry mass,27.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570897
Phragmites australis,leaf carbon content per leaf dry mass,446.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571713
Phragmites australis,leaf carbon content per leaf nitrogen content,17.16,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571746
Phragmites australis,leaf carbon content per leaf nitrogen content,13.43,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.88,-93.07,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571821
Phragmites australis,leaf carbon content per leaf nitrogen content,20.83,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572148
Phragmites australis,leaf carbon content per leaf nitrogen content,21.44,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572328
Phragmites australis,whole plant height,1,m,actual measurement (following LEDA data standards) - maximum height,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939346
Phragmites australis,leaf area per leaf dry mass,12.24,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939689
Phragmites australis,leaf carbon content per leaf nitrogen content,16.96,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571815
Phragmites australis,whole plant growth form,grass,NA,NA,NA,NA,NA,https://www.nature.com/nature/journal/v428/n6985/abs/nature02403.html,Wright IJ,iwright@rna.bio.mq.edu.au,public,1828556
Phragmites australis,leaf nitrogen content per leaf dry mass,42.1,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570971
Phragmites australis,leaf nitrogen content per leaf dry mass,32,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571110
Phragmites australis,leaf carbon content per leaf dry mass,454,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571348
Phragmites australis,leaf carbon content per leaf nitrogen content,14.59,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571816
Phragmites australis,leaf nitrogen content per leaf dry mass,23.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570893
Phragmites australis,leaf carbon content per leaf dry mass,456.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571649
Phragmites australis,leaf carbon content per leaf nitrogen content,11.47,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571826
Phragmites australis,leaf dry mass per leaf fresh mass,543.9706,mg.g-1,NA,36.7,109.5167,NA,http://datadryad.org/resource/doi:10.5061/dryad.b5tr9,Fu B,bfu@rcees.ac.cn,public,15396337
Phragmites australis,leaf nitrogen content per leaf dry mass,47.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571468
Phragmites australis,leaf carbon content per leaf dry mass,460.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571598
Phragmites australis,leaf dry mass,0.40358,g,actual measurement,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15938719
Phragmites australis,leaf carbon content per leaf dry mass,457,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571700
Phragmites australis,leaf nitrogen content per leaf dry mass,34.1,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570939
Phragmites australis,leaf dry mass,0.15251,g,actual measurement,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15938714
Phragmites australis,leaf carbon content per leaf dry mass,452.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571583
Phragmites australis,leaf phosphorus content per leaf dry mass,1.11,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",39.71,119.16,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15756834
Phragmites australis,leaf area per leaf dry mass,12.91364835,m2.kg-1,area/dry mass (Cornelissen et al. 2003),44.48333,117.2,366,NA,Y.F. Bai,yfbai@ibcas.ac.cn,public,14757751
Phragmites australis,leaf nitrogen content per leaf dry mass,26.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571292
Phragmites australis,leaf carbon content per leaf dry mass,456,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571603
Phragmites australis,leaf carbon content per leaf dry mass,463.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571608
Phragmites australis,leaf carbon content per leaf dry mass,464.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571640
Phragmites australis,leaf carbon content per leaf nitrogen content,15.9,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15861508
Phragmites australis,whole plant height,3,m,Maximum height,NA,NA,NA,NA,NA,NA,public,15825436
Phragmites australis,leaf area per leaf dry mass,23.5,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939349
Phragmites australis,leaf carbon content per leaf nitrogen content,13,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571765
Phragmites australis,leaf phosphorus content per leaf dry mass,1.6,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",38.43,77.27,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15754130
Phragmites australis,leaf nitrogen content per leaf dry mass,28.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571290
Phragmites australis,leaf nitrogen content per leaf dry mass,39.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.88,-93.07,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571464
Phragmites australis,leaf nitrogen content per leaf dry mass,35.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571474
Phragmites australis,leaf carbon content per leaf dry mass,464.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571630
Phragmites australis,leaf carbon content per leaf dry mass,455.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571638
Phragmites australis,leaf nitrogen content per leaf dry mass,16.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570902
Phragmites australis,leaf nitrogen content per leaf dry mass,24.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570917
Phragmites australis,leaf nitrogen content per leaf dry mass,36.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570966
Phragmites australis,leaf carbon content per leaf dry mass,431.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571646
Phragmites australis,leaf carbon content per leaf nitrogen content,20.94,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572144
Phragmites australis,leaf carbon content per leaf dry mass,455.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571589
Phragmites australis,leaf carbon content per leaf nitrogen content,16.23,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571726
Phragmites australis,leaf area,2743.74,mm2,NA,36.7,109.5167,NA,http://datadryad.org/resource/doi:10.5061/dryad.b5tr9,Fu B,bfu@rcees.ac.cn,public,15396335
Phragmites australis,leaf nitrogen content per leaf dry mass,3.5,mg.g-1,"the Kjeldahl method (Fiske & Subbarow, 1925)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15751718
Phragmites australis,leaf nitrogen content per leaf dry mass,18.4,mg.g-1,"the Kjeldahl method (Fiske & Subbarow, 1925)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15751872
Phragmites australis,leaf nitrogen content per leaf dry mass,30.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570880
Phragmites australis,leaf carbon content per leaf dry mass,422.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571340
Phragmites australis,leaf nitrogen content per leaf dry mass,36.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571476
Phragmites australis,leaf nitrogen content per leaf dry mass,19.1,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570964
Phragmites australis,leaf carbon content per leaf nitrogen content,15.29,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571499
Phragmites australis,leaf carbon content per leaf nitrogen content,13.04,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571504
Phragmites australis,leaf thickness,0.134666667,mm,Leaf thickness was measured with a digital calliper.,NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.p3057,DostÃ¡l P,petr.dostal@ibot.cas.cz,public,15396343
Phragmites australis,leaf carbon content per leaf nitrogen content,17.63,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571809
Phragmites australis,leaf carbon content per leaf dry mass,441,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.88,-93.07,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571351
Phragmites australis,leaf nitrogen content per leaf dry mass,41.1,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571479
Phragmites australis,leaf area,6320.75,mm2,actual measurement (following LEDA data standards),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,KrÃÂ¼ger,michael.kleyer@uni-oldenburg.de,public,15978298
Phragmites australis,leaf nitrogen content per leaf dry mass,23.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570927
Phragmites australis,leaf carbon content per leaf dry mass,457.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571359
Phragmites australis,leaf nitrogen content per leaf dry mass,36.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571460
Phragmites australis,leaf carbon content per leaf dry mass,467.1,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571577
Phragmites australis,leaf area per leaf dry mass,12.13,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939692
Phragmites australis,leaf nitrogen content per leaf dry mass,30.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570895
Phragmites australis,leaf nitrogen content per leaf dry mass,32.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571102
Phragmites australis,leaf nitrogen content per leaf dry mass,19,mg.g-1,"the Kjeldahl method (Fiske & Subbarow, 1925)",39.86,119.43,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15757156
Phragmites australis,leaf nitrogen content per leaf dry mass,25.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571308
Phragmites australis,leaf carbon content per leaf nitrogen content,14.56,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571497
